"BehaviorSpace results (NetLogo 7.0.4)","Table version 2.0"
"Wolf_Sheep_Predation_simpler.nlogox"
"experiment_100_100"
"08/14/2026 14:46:38:973 -0400"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-25","25","-25","25"
"[run number]","wolf-reproduce","sheep-reproduce","grass-regrowth-time","[step]","land_with_grass","count sheep","count wolves"
"544","12","4","175","1500","67.97385620915033","24","0"
"547","12","4","200","1500","62.9757785467128","9","0"
"548","12","4","200","1500","55.517108804306034","9","0"
"554","12","4","250","158","54.171472510572855","0","0"
"549","12","4","200","1500","52.78738946559016","34","0"
"552","12","4","225","1500","53.8638985005767","57","0"
"551","12","4","225","1500","61.16878123798539","22","0"
"553","12","4","250","1176","84.62129950019224","0","0"
"555","12","4","250","1500","35.717031910803534","30","0"
"556","12","6","150","1500","48.32756632064591","25","0"
"557","12","6","150","1500","60.93810073048827","48","0"
"558","12","6","150","1500","39.90772779700115","46","0"
"559","12","6","175","1500","58.66974240676663","51","0"
"564","12","6","200","178","63.01422529796232","0","0"
"566","12","6","225","116","46.67435601691657","0","0"
"563","12","6","200","484","43.44482891195694","0","0"
"568","12","6","250","139","49.40407535563245","0","0"
"565","12","6","225","574","55.20953479430988","0","0"
"567","12","6","225","343","73.27950788158401","0","0"
"570","12","6","250","98","40.561322568242986","0","0"
"561","12","6","175","1297","77.31641676278355","0","0"
"560","12","6","175","1500","54.97885428681276","16","0"
"573","12","8","150","94","57.20876585928489","0","0"
"562","12","6","200","1500","42.29142637447136","6","0"
"576","12","8","175","133","52.210688196847364","0","0"
"569","12","6","250","1071","40.90734332948866","0","0"
"577","12","8","200","641","36.332179930795846","0","0"
"571","12","8","150","1500","63.82160707420223","9","0"
"572","12","8","150","1500","56.439830834294504","27","0"
"580","12","8","225","469","39.023452518262204","0","0"
"575","12","8","175","1500","74.97116493656286","19","0"
"582","12","8","225","163","47.712418300653596","0","0"
"583","12","8","250","85","42.445213379469436","0","0"
"584","12","8","250","127","40.7920030757401","0","0"
"585","12","8","250","117","44.982698961937714","0","0"
"578","12","8","200","1400","20.45367166474433","0","0"
"574","12","8","175","1500","50.51903114186851","54","0"
"586","12","10","150","349","36.75509419454056","0","0"
"579","12","8","200","1500","48.40445982314495","54","0"
"590","12","10","175","110","50.44213763936947","0","0"
"592","12","10","200","123","55.2479815455594","0","0"
"581","12","8","225","1377","46.40522875816993","0","0"
"588","12","10","150","613","54.97885428681276","0","0"
"594","12","10","200","145","46.40522875816993","0","0"
"591","12","10","175","662","32.641291810841984","0","0"
"597","12","10","225","150","55.0557477893118","0","0"
"598","12","10","250","139","47.635524798154556","0","0"
"595","12","10","225","461","13.571703191080355","0","0"
"596","12","10","225","554","22.683583237216457","0","0"
"599","12","10","250","127","53.17185697808535","0","0"
"587","12","10","150","1500","33.52556708958093","14","0"
"600","12","10","250","522","24.144559784698192","0","0"
"593","12","10","200","1469","43.25259515570934","0","0"
"605","12","12","175","93","48.7120338331411","0","0"
"606","12","12","175","156","64.05228758169935","0","0"
"607","12","12","200","81","35.67858515955402","0","0"
"589","12","10","175","1500","42.1760861207228","40","0"
"608","12","12","200","76","39.4079200307574","0","0"
"603","12","12","150","961","25.52864282968089","0","0"
"610","12","12","225","144","48.36601307189542","0","0"
"612","12","12","225","152","48.212226066897344","0","0"
"609","12","12","200","390","13.341022683583237","0","0"
"602","12","12","150","1500","35.98615916955017","15","0"
"611","12","12","225","437","9.88081507112649","0","0"
"613","12","12","250","201","47.097270280661284","0","0"
"601","12","12","150","1500","30.44982698961938","61","0"
"615","12","12","250","86","41.36870434448289","0","0"
"617","12","14","150","102","53.44098423683199","0","0"
"619","12","14","175","75","40.330642060745866","0","0"
"621","12","14","175","140","60.438292964244525","0","0"
"616","12","14","150","350","22.29911572472126","0","0"
"622","12","14","200","79","45.597846981930026","0","0"
"623","12","14","200","118","39.946174548250674","0","0"
"620","12","14","175","361","12.879661668589005","0","0"
"624","12","14","200","115","45.71318723567858","0","0"
"604","12","12","175","1500","14.955786236063053","15","0"
"626","12","14","225","79","36.79354094579008","0","0"
"627","12","14","225","104","46.63590926566705","0","0"
"625","12","14","225","104","40.67666282199154","0","0"
"618","12","14","150","544","17.416378316032294","0","0"
"628","12","14","250","131","42.86812764321415","0","0"
"630","12","14","250","71","38.216070742022296","0","0"
"614","12","12","250","561","30.718954248366014","0","0"
"632","12","16","150","153","72.77970011534025","0","0"
"636","12","16","175","95","42.40676662821991","0","0"
"637","12","16","200","66","41.56093810073049","0","0"
"635","12","16","175","169","55.36332179930796","0","0"
"629","12","14","250","451","11.764705882352942","0","0"
"634","12","16","175","357","13.879277201076508","0","0"
"639","12","16","200","111","47.67397154940407","0","0"
"640","12","16","225","127","49.9038831218762","0","0"
"641","12","16","225","137","44.09842368319877","0","0"
"643","12","16","250","115","44.9442522106882","0","0"
"638","12","16","200","399","12.53364090734333","0","0"
"645","12","16","250","97","39.98462129950019","0","0"
"644","12","16","250","151","45.290272971933874","0","0"
"642","12","16","225","199","61.01499423298731","0","0"
"647","12","18","150","83","43.90618992695117","0","0"
"648","12","18","150","101","53.36409073433295","0","0"
"633","12","16","150","756","33.60246059207997","0","0"
"650","12","18","175","80","47.020376778162245","0","0"
"651","12","18","175","377","8.881199538638985","0","0"
"649","12","18","175","329","9.88081507112649","0","0"
"653","12","18","200","363","8.49673202614379","0","0"
"656","12","18","225","53","35.6401384083045","0","0"
"655","12","18","225","87","41.21491733948481","0","0"
"658","12","18","250","79","37.52402921953095","0","0"
"657","12","18","225","212","61.36101499423299","0","0"
"631","12","16","150","1500","11.264898116109189","48","0"
"660","12","18","250","81","39.06189926951173","0","0"
"659","12","18","250","103","38.63898500576701","0","0"
"661","12","20","150","122","49.63475586312956","0","0"
"662","12","20","150","527","28.143021914648212","0","0"
"665","12","20","175","95","49.7116493656286","0","0"
"646","12","18","150","1500","29.45021145713187","79","0"
"666","12","20","175","101","48.827374086889655","0","0"
"652","12","18","200","1390","12.956555171088043","0","0"
"668","12","20","200","154","52.8642829680892","0","0"
"670","12","20","225","109","40.984236831987694","0","0"
"654","12","18","200","1500","17.685505574778933","2","0"
"671","12","20","225","62","33.79469434832757","0","0"
"669","12","20","200","323","7.958477508650519","0","0"
"667","12","20","200","427","12.841214917339485","0","0"
"672","12","20","225","93","37.908496732026144","0","0"
"673","12","20","250","85","34.90965013456363","0","0"
"675","12","20","250","80","35.217224144559786","0","0"
"674","12","20","250","252","65.39792387543253","0","0"
"664","12","20","175","1449","11.264898116109189","0","0"
"663","12","20","150","1128","28.98885044213764","0","0"
"676","14","4","150","1500","38.677431757016535","27","0"
"677","14","4","150","1500","46.71280276816609","30","0"
"678","14","4","150","1500","47.174163783160324","26","0"
"679","14","4","175","1500","49.51941560938101","36","0"
"683","14","4","200","324","79.35409457900808","0","0"
"680","14","4","175","1500","56.01691657054979","9","0"
"681","14","4","175","1500","39.48481353325644","44","0"
"682","14","4","200","1500","64.5520953479431","19","0"
"689","14","4","250","136","46.98193002691273","0","0"
"684","14","4","200","1500","39.638600538254515","48","0"
"685","14","4","225","1500","57.01653210303729","41","0"
"686","14","4","225","1500","44.71357170319108","26","0"
"687","14","4","225","1500","51.710880430603616","10","0"
"688","14","4","250","637","61.476355247981544","0","0"
"690","14","4","250","1500","67.3202614379085","24","0"
"691","14","6","150","1500","57.17031910803537","34","0"
"693","14","6","150","1500","53.67166474432911","37","0"
"692","14","6","150","1500","47.05882352941177","66","0"
"694","14","6","175","1500","27.412533640907345","44","0"
"698","14","6","200","118","49.55786236063053","0","0"
"701","14","6","225","174","58.8235294117647","0","0"
"700","14","6","225","588","45.32871972318339","0","0"
"703","14","6","250","121","44.86735870818916","0","0"
"695","14","6","175","1500","41.676278354479045","16","0"
"702","14","6","225","664","43.29104190695886","0","0"
"696","14","6","175","1500","43.32948865820838","53","0"
"699","14","6","200","1108","20.26143790849673","0","0"
"697","14","6","200","1500","63.12956555171088","5","0"
"705","14","6","250","707","16.262975778546714","0","0"
"708","14","8","150","900","35.4479046520569","0","0"
"704","14","6","250","1419","46.90503652441369","0","0"
"709","14","8","175","893","42.1760861207228","0","0"
"707","14","8","150","1500","43.021914648212224","48","0"
"706","14","8","150","1500","69.39638600538254","62","0"
"714","14","8","200","123","49.48096885813149","0","0"
"712","14","8","200","466","32.25682429834679","0","0"
"715","14","8","225","153","55.2479815455594","0","0"
"718","14","8","250","99","43.67550941945406","0","0"
"713","14","8","200","1149","26.605151864667434","0","0"
"719","14","8","250","515","20.184544405997695","0","0"
"711","14","8","175","1500","50.01922337562476","10","0"
"720","14","8","250","137","55.36332179930796","0","0"
"710","14","8","175","1500","49.9038831218762","24","0"
"716","14","8","225","1500","26.98961937716263","12","0"
"717","14","8","225","1500","37.63936947327951","37","0"
"721","14","10","150","1074","50.98039215686274","0","0"
"724","14","10","175","413","25.64398308342945","0","0"
"727","14","10","200","196","60.976547481737796","0","0"
"729","14","10","200","115","45.25182622068435","0","0"
"722","14","10","150","1500","61.16878123798539","62","0"
"723","14","10","150","1500","37.754709727028064","56","0"
"728","14","10","200","440","34.525182622068435","0","0"
"732","14","10","225","155","58.861976163014226","0","0"
"730","14","10","225","436","13.264129181084199","0","0"
"733","14","10","250","169","52.09534794309881","0","0"
"725","14","10","175","1500","26.797385620915033","30","0"
"734","14","10","250","225","61.28412149173395","0","0"
"731","14","10","225","497","22.41445597846982","0","0"
"726","14","10","175","1500","70.70357554786621","16","0"
"735","14","10","250","236","64.32141484044598","0","0"
"736","14","12","150","123","52.63360246059208","0","0"
"739","14","12","175","138","53.67166474432911","0","0"
"742","14","12","200","103","40.52287581699346","0","0"
"740","14","12","175","190","76.8166089965398","0","0"
"743","14","12","200","126","46.1361014994233","0","0"
"741","14","12","175","368","24.413687043444828","0","0"
"737","14","12","150","603","34.83275663206459","0","0"
"747","14","12","225","118","49.94232987312572","0","0"
"749","14","12","250","91","47.174163783160324","0","0"
"748","14","12","250","147","46.98193002691273","0","0"
"745","14","12","225","483","14.340638216070742","0","0"
"744","14","12","200","393","16.032295271049595","0","0"
"746","14","12","225","457","15.032679738562091","0","0"
"750","14","12","250","142","49.211841599384854","0","0"
"753","14","14","150","93","46.82814302191465","0","0"
"754","14","14","175","153","55.74778931180315","0","0"
"752","14","14","150","314","15.455594002306805","0","0"
"751","14","14","150","345","27.10495963091119","0","0"
"757","14","14","200","105","42.98346789696271","0","0"
"755","14","14","175","397","14.109957708573626","0","0"
"761","14","14","225","125","47.28950403690888","0","0"
"758","14","14","200","364","18.762014609765476","0","0"
"759","14","14","200","449","11.11111111111111","0","0"
"738","14","12","150","1500","28.181468665897732","54","0"
"762","14","14","225","100","39.600153787005","0","0"
"763","14","14","250","203","45.09803921568628","0","0"
"765","14","14","250","84","36.716647443291045","0","0"
"764","14","14","250","187","50.98039215686274","0","0"
"766","14","16","150","114","54.479046520569014","0","0"
"769","14","16","175","73","38.33141099577086","0","0"
"770","14","16","175","95","46.98193002691273","0","0"
"771","14","16","175","83","43.75240292195309","0","0"
"772","14","16","200","103","43.32948865820838","0","0"
"767","14","16","150","312","20.684352172241447","0","0"
"768","14","16","150","310","12.918108419838523","0","0"
"775","14","16","225","94","40.52287581699346","0","0"
"776","14","16","225","114","47.40484429065744","0","0"
"777","14","16","225","75","40.75355632449058","0","0"
"778","14","16","250","104","40.638216070742025","0","0"
"780","14","16","250","83","31.295655517108806","0","0"
"779","14","16","250","164","51.2879661668589","0","0"
"773","14","16","200","484","27.06651287966167","0","0"
"782","14","18","150","89","44.32910419069589","0","0"
"781","14","18","150","114","54.0561322568243","0","0"
"784","14","18","175","80","38.94655901576317","0","0"
"785","14","18","175","85","38.83121876201461","0","0"
"760","14","14","225","1500","37.17800845828528","61","0"
"786","14","18","175","139","53.748558246828146","0","0"
"774","14","16","200","704","13.994617454825068","0","0"
"789","14","18","200","71","40.94579008073818","0","0"
"788","14","18","200","94","43.25259515570934","0","0"
"790","14","18","225","73","36.60130718954248","0","0"
"792","14","18","225","100","41.7916186082276","0","0"
"791","14","18","225","124","47.020376778162245","0","0"
"793","14","18","250","153","47.59707804690504","0","0"
"794","14","18","250","109","44.13687043444829","0","0"
"795","14","18","250","150","43.90618992695117","0","0"
"756","14","14","175","1456","38.33141099577086","0","0"
"787","14","18","200","676","8.458285274894271","0","0"
"799","14","20","175","143","57.97770088427528","0","0"
"783","14","18","150","986","10.265282583621683","0","0"
"797","14","20","150","336","11.07266435986159","0","0"
"798","14","20","150","318","17.95463283352557","0","0"
"801","14","20","175","70","36.13994617454825","0","0"
"802","14","20","200","100","43.483275663206456","0","0"
"803","14","20","200","88","43.21414840445982","0","0"
"805","14","20","225","86","33.333333333333336","0","0"
"806","14","20","225","91","33.21799307958477","0","0"
"807","14","20","225","97","46.21299500192234","0","0"
"800","14","20","175","308","14.571318723567858","0","0"
"809","14","20","250","67","30.44982698961938","0","0"
"810","14","20","250","80","37.908496732026144","0","0"
"808","14","20","250","93","36.17839292579777","0","0"
"796","14","20","150","751","11.918492887351018","0","0"
"804","14","20","200","362","11.034217608612073","0","0"
"812","16","4","150","1500","37.52402921953095","34","0"
"813","16","4","150","1500","37.254901960784316","45","0"
"811","16","4","150","1500","47.020376778162245","56","0"
"816","16","4","175","1500","58.169934640522875","22","0"
"815","16","4","175","1500","47.75086505190311","32","0"
"821","16","4","225","245","79.27720107650903","0","0"
"814","16","4","175","1500","34.2560553633218","18","0"
"820","16","4","225","1189","43.637062668204535","0","0"
"817","16","4","200","1500","50.59592464436755","41","0"
"818","16","4","200","1500","46.32833525567089","25","0"
"819","16","4","200","1500","30.718954248366014","26","0"
"822","16","4","225","1500","61.36101499423299","21","0"
"823","16","4","250","1035","55.440215301806994","0","0"
"824","16","4","250","1218","71.6647443291042","0","0"
"825","16","4","250","1500","54.97885428681276","10","0"
"826","16","6","150","1500","35.10188389081122","21","0"
"827","16","6","150","1500","65.89773164167627","38","0"
"828","16","6","150","1500","47.28950403690888","63","0"
"830","16","6","175","1500","57.13187235678585","36","0"
"833","16","6","200","899","50.44213763936947","0","0"
"831","16","6","175","1500","30.98808150711265","23","0"
"829","16","6","175","1500","45.9438677431757","24","0"
"832","16","6","200","1500","35.793925413302574","21","0"
"837","16","6","225","536","28.258362168396772","0","0"
"839","16","6","250","104","44.982698961937714","0","0"
"834","16","6","200","1500","37.87004998077663","41","0"
"835","16","6","225","1500","45.32871972318339","14","0"
"836","16","6","225","1478","43.90618992695117","0","0"
"842","16","8","150","444","32.98731257208766","0","0"
"838","16","6","250","973","33.833141099577084","0","0"
"845","16","8","175","131","61.707035755478664","0","0"
"843","16","8","150","441","27.873894655901577","0","0"
"848","16","8","200","121","51.4801999231065","0","0"
"840","16","6","250","1500","75.12495194156094","4","0"
"844","16","8","175","467","39.33102652825836","0","0"
"849","16","8","200","132","57.59323337178009","0","0"
"851","16","8","225","137","47.40484429065744","0","0"
"841","16","8","150","1500","63.93694732795079","44","0"
"852","16","8","225","108","43.40638216070742","0","0"
"853","16","8","250","107","43.13725490196079","0","0"
"855","16","8","250","96","43.637062668204535","0","0"
"856","16","10","150","158","69.97308727412533","0","0"
"847","16","8","200","845","40.90734332948866","0","0"
"854","16","8","250","617","51.86466743560169","0","0"
"860","16","10","175","138","54.97885428681276","0","0"
"859","16","10","175","471","26.259131103421762","0","0"
"862","16","10","200","105","41.061130334486734","0","0"
"850","16","8","225","1500","27.06651287966167","36","0"
"864","16","10","200","126","51.44175317185698","0","0"
"846","16","8","175","1500","50.0961168781238","56","0"
"863","16","10","200","457","20.146097654748175","0","0"
"865","16","10","225","90","39.600153787005","0","0"
"867","16","10","225","78","42.13763936947328","0","0"
"868","16","10","250","84","42.56055363321799","0","0"
"857","16","10","150","1500","44.63667820069204","53","0"
"866","16","10","225","148","49.63475586312956","0","0"
"869","16","10","250","111","42.82968089196463","0","0"
"870","16","10","250","98","41.86851211072664","0","0"
"858","16","10","150","1500","40.75355632449058","44","0"
"871","16","12","150","402","46.67435601691657","0","0"
"876","16","12","175","96","46.59746251441753","0","0"
"861","16","10","175","1500","46.251441753171854","81","0"
"875","16","12","175","687","40.7920030757401","0","0"
"877","16","12","200","419","20.146097654748175","0","0"
"872","16","12","150","707","47.59707804690504","0","0"
"880","16","12","225","129","49.78854286812764","0","0"
"881","16","12","225","77","39.98462129950019","0","0"
"882","16","12","225","202","55.94002306805075","0","0"
"883","16","12","250","199","60.47673971549404","0","0"
"884","16","12","250","224","56.824298346789696","0","0"
"874","16","12","175","1500","35.06343713956171","7","0"
"885","16","12","250","121","44.40599769319493","0","0"
"886","16","14","150","109","47.75086505190311","0","0"
"873","16","12","150","1500","74.20222991157247","36","0"
"887","16","14","150","106","54.63283352556709","0","0"
"888","16","14","150","68","43.3679354094579","0","0"
"892","16","14","200","61","45.32871972318339","0","0"
"893","16","14","200","97","41.522491349480966","0","0"
"891","16","14","175","360","14.609765474817378","0","0"
"895","16","14","225","110","41.830065359477125","0","0"
"878","16","12","200","1500","46.05920799692426","89","0"
"896","16","14","225","84","42.86812764321415","0","0"
"897","16","14","225","70","38.4083044982699","0","0"
"879","16","12","200","1368","33.102652825836216","0","0"
"898","16","14","250","159","46.05920799692426","0","0"
"900","16","14","250","141","47.174163783160324","0","0"
"899","16","14","250","159","51.095732410611305","0","0"
"894","16","14","200","417","11.687812379853902","0","0"
"890","16","14","175","897","20.722798923490966","0","0"
"902","16","16","150","264","10.457516339869281","0","0"
"903","16","16","150","264","17.531718569780853","0","0"
"905","16","16","175","179","64.5520953479431","0","0"
"907","16","16","200","104","44.25221068819685","0","0"
"908","16","16","200","127","50.98039215686274","0","0"
"904","16","16","175","332","9.22722029988466","0","0"
"909","16","16","200","135","43.67550941945406","0","0"
"910","16","16","225","101","43.29104190695886","0","0"
"912","16","16","225","86","42.63744713571703","0","0"
"913","16","16","250","77","42.48366013071895","0","0"
"889","16","14","175","1500","15.032679738562091","30","0"
"901","16","16","150","774","19.87697039600154","0","0"
"914","16","16","250","86","39.600153787005","0","0"
"911","16","16","225","167","49.32718185313341","0","0"
"915","16","16","250","109","44.67512495194156","0","0"
"919","16","18","175","83","41.753171856978085","0","0"
"920","16","18","175","98","43.175701653210304","0","0"
"917","16","18","150","313","17.95463283352557","0","0"
"922","16","18","200","97","43.3679354094579","0","0"
"923","16","18","200","61","37.33179546328335","0","0"
"924","16","18","200","95","42.79123414071511","0","0"
"906","16","16","175","833","8.804306036139947","0","0"
"925","16","18","225","161","51.44175317185698","0","0"
"928","16","18","250","69","35.371011149557866","0","0"
"921","16","18","175","329","22.683583237216457","0","0"
"929","16","18","250","196","43.40638216070742","0","0"
"930","16","18","250","111","42.86812764321415","0","0"
"927","16","18","225","439","17.224144559784698","0","0"
"926","16","18","225","535","33.02575932333718","0","0"
"934","16","20","175","75","39.25413302575932","0","0"
"931","16","20","150","306","14.53287197231834","0","0"
"935","16","20","175","89","43.90618992695117","0","0"
"932","16","20","150","281","9.765474817377932","0","0"
"937","16","20","200","74","36.562860438292965","0","0"
"938","16","20","200","89","43.32948865820838","0","0"
"916","16","18","150","1417","42.98346789696271","0","0"
"939","16","20","200","153","54.0561322568243","0","0"
"936","16","20","175","327","17.262591311034218","0","0"
"940","16","20","225","67","34.48673587081892","0","0"
"941","16","20","225","136","47.21261053440984","0","0"
"943","16","20","250","114","40.407535563244906","0","0"
"944","16","20","250","67","34.40984236831988","0","0"
"918","16","18","150","1500","18.185313341022685","21","0"
"945","16","20","250","101","38.56209150326797","0","0"
"942","16","20","225","417","15.417147251057285","0","0"
"933","16","20","150","1500","38.216070742022296","120","0"
"946","18","4","150","1500","68.55055747789312","22","0"
"949","18","4","175","1500","57.554786620530564","39","0"
"950","18","4","175","1250","69.85774702037678","0","0"
"948","18","4","150","1500","61.74548250672818","24","0"
"947","18","4","150","1500","61.399461745482505","21","0"
"951","18","4","175","1500","93.54094579008074","4","0"
"952","18","4","200","1500","49.44252210688197","30","0"
"953","18","4","200","1500","40.29219530949635","37","0"
"958","18","4","250","204","58.51595540176855","0","0"
"955","18","4","225","1500","50.865051903114185","15","0"
"954","18","4","200","1500","72.77970011534025","18","0"
"959","18","4","250","245","64.62898885044214","0","0"
"957","18","4","225","1500","48.750480584390615","13","0"
"956","18","4","225","1500","36.94732795078816","10","0"
"960","18","4","250","1500","25.990003844675126","60","0"
"966","18","6","175","124","53.90234525182622","0","0"
"961","18","6","150","1500","41.94540561322568","29","0"
"962","18","6","150","1500","49.7116493656286","33","0"
"963","18","6","150","1500","36.06305267204921","66","0"
"964","18","6","175","1500","64.5520953479431","26","0"
"970","18","6","225","967","46.02076124567474","0","0"
"972","18","6","225","176","60.66897347174164","0","0"
"967","18","6","200","1500","52.748942714340636","54","0"
"968","18","6","200","1500","52.24913494809689","37","0"
"965","18","6","175","1500","35.67858515955402","11","0"
"969","18","6","200","1500","54.36370626682045","15","0"
"974","18","6","250","612","33.52556708958093","0","0"
"975","18","6","250","693","18.185313341022685","0","0"
"971","18","6","225","1500","54.59438677431757","37","0"
"973","18","6","250","1500","22.568242983467897","22","0"
"978","18","8","150","1103","29.873125720876587","0","0"
"982","18","8","200","146","51.98000768935025","0","0"
"977","18","8","150","1500","67.82006920415225","32","0"
"983","18","8","200","459","45.79008073817762","0","0"
"984","18","8","200","454","28.9119569396386","0","0"
"979","18","8","175","1500","52.05690119184929","38","0"
"976","18","8","150","1500","73.24106113033449","14","0"
"985","18","8","225","157","57.36255286428297","0","0"
"986","18","8","225","158","60.93810073048827","0","0"
"988","18","8","250","81","41.86851211072664","0","0"
"980","18","8","175","1500","38.94655901576317","24","0"
"989","18","8","250","249","67.51249519415609","0","0"
"990","18","8","250","196","53.09496347558631","0","0"
"987","18","8","225","473","29.1041906958862","0","0"
"981","18","8","175","1500","36.8319876970396","23","0"
"996","18","10","175","158","61.89926951172626","0","0"
"992","18","10","150","600","89.77316416762784","0","0"
"998","18","10","200","98","46.32833525567089","0","0"
"994","18","10","175","711","87.19723183391004","0","0"
"1000","18","10","225","95","42.13763936947328","0","0"
"1001","18","10","225","446","16.186082276047674","0","0"
"999","18","10","200","914","35.75547866205306","0","0"
"993","18","10","150","1500","51.98000768935025","23","0"
"1002","18","10","225","165","51.98000768935025","0","0"
"1003","18","10","250","145","44.59823144944252","0","0"
"1004","18","10","250","107","44.59823144944252","0","0"
"1005","18","10","250","90","42.86812764321415","0","0"
"995","18","10","175","1500","60.63052672049212","32","0"
"991","18","10","150","1500","53.94079200307574","69","0"
"997","18","10","200","1500","20.107650903498655","27","0"
"1007","18","12","150","384","19.300269127258748","0","0"
"1010","18","12","175","183","76.97039600153786","0","0"
"1012","18","12","200","212","68.28143021914649","0","0"
"1014","18","12","200","215","84.85198000768935","0","0"
"1015","18","12","225","238","80.46905036524414","0","0"
"1016","18","12","225","456","17.531718569780853","0","0"
"1006","18","12","150","1500","34.602076124567475","64","0"
"1011","18","12","175","1300","32.91041906958862","0","0"
"1008","18","12","150","1500","27.64321414840446","85","0"
"1009","18","12","175","1500","35.67858515955402","26","0"
"1018","18","12","250","126","47.635524798154556","0","0"
"1020","18","12","250","97","43.06036139946175","0","0"
"1021","18","14","150","114","55.59400230680507","0","0"
"1024","18","14","175","182","70.5113417916186","0","0"
"1013","18","12","200","1054","13.302575932333717","0","0"
"1025","18","14","175","139","54.67128027681661","0","0"
"1026","18","14","175","96","47.020376778162245","0","0"
"1019","18","12","250","624","15.22491349480969","0","0"
"1027","18","14","200","99","43.25259515570934","0","0"
"1029","18","14","200","141","49.01960784313726","0","0"
"1030","18","14","225","191","55.86312956555171","0","0"
"1017","18","12","225","1128","29.373317954632835","0","0"
"1028","18","14","200","415","10.957324106113033","0","0"
"1033","18","14","250","190","53.44098423683199","0","0"
"1031","18","14","225","438","10.188389081122645","0","0"
"1022","18","14","150","1084","29.48865820838139","0","0"
"1035","18","14","250","81","35.40945790080738","0","0"
"1036","18","16","150","145","61.24567474048443","0","0"
"1039","18","16","175","101","44.905805459438675","0","0"
"1032","18","14","225","690","12.802768166089965","0","0"
"1041","18","16","175","124","43.90618992695117","0","0"
"1023","18","14","150","1500","13.379469434832757","5","0"
"1034","18","14","250","456","11.84159938485198","0","0"
"1042","18","16","200","94","47.635524798154556","0","0"
"1045","18","16","225","71","45.751633986928105","0","0"
"1043","18","16","200","123","44.71357170319108","0","0"
"1044","18","16","200","98","40.17685505574779","0","0"
"1040","18","16","175","532","16.878123798539022","0","0"
"1047","18","16","225","71","35.2556708958093","0","0"
"1046","18","16","225","136","51.095732410611305","0","0"
"1048","18","16","250","95","43.713956170703575","0","0"
"1050","18","16","250","102","34.678969627066515","0","0"
"1053","18","18","150","84","44.86735870818916","0","0"
"1049","18","16","250","555","47.40484429065744","0","0"
"1038","18","16","150","1500","41.21491733948481","21","0"
"1037","18","16","150","1500","45.71318723567858","26","0"
"1057","18","18","200","113","53.21030372933487","0","0"
"1055","18","18","175","352","10.380622837370241","0","0"
"1059","18","18","200","92","37.908496732026144","0","0"
"1058","18","18","200","109","43.637062668204535","0","0"
"1052","18","18","150","724","13.033448673587081","0","0"
"1056","18","18","175","325","18.031526336024605","0","0"
"1060","18","18","225","131","42.02229911572472","0","0"
"1061","18","18","225","163","56.55517108804306","0","0"
"1063","18","18","250","149","49.596309111880046","0","0"
"1062","18","18","225","173","54.01768550557478","0","0"
"1064","18","18","250","166","42.79123414071511","0","0"
"1066","18","20","150","141","58.90042291426374","0","0"
"1065","18","18","250","190","53.28719723183391","0","0"
"1068","18","20","150","116","55.47866205305652","0","0"
"1067","18","20","150","112","51.32641291810842","0","0"
"1070","18","20","175","99","47.789311803152636","0","0"
"1073","18","20","200","61","43.52172241445598","0","0"
"1051","18","18","150","1500","13.379469434832757","56","0"
"1075","18","20","225","78","35.793925413302574","0","0"
"1072","18","20","200","180","56.74740484429066","0","0"
"1054","18","18","175","1500","50.36524413687044","60","0"
"1076","18","20","225","94","40.638216070742025","0","0"
"1071","18","20","175","372","25.49019607843137","0","0"
"1077","18","20","225","69","36.8319876970396","0","0"
"1069","18","20","175","524","9.688581314878892","0","0"
"1079","18","20","250","81","37.29334871203383","0","0"
"1078","18","20","250","108","41.983852364475204","0","0"
"1080","18","20","250","103","40.86889657823914","0","0"
"1074","18","20","200","382","8.49673202614379","0","0"
"1082","20","4","150","1500","64.47520184544406","36","0"
"1085","20","4","175","1500","81.5840061514802","22","0"
"1086","20","4","175","1500","66.82045367166475","26","0"
"1083","20","4","150","1500","58.861976163014226","35","0"
"1084","20","4","175","1500","55.40176855055748","19","0"
"1087","20","4","200","533","45.17493271818531","0","0"
"1081","20","4","150","1500","45.520953479430986","43","0"
"1088","20","4","200","1500","67.43560169165706","15","0"
"1090","20","4","225","1500","67.58938869665513","6","0"
"1089","20","4","200","1500","89.54248366013071","5","0"
"1091","20","4","225","1500","61.28412149173395","30","0"
"1094","20","4","250","208","70.8958093041138","0","0"
"1095","20","4","250","232","61.66858900422914","0","0"
"1092","20","4","225","1500","58.63129565551711","29","0"
"1093","20","4","250","1500","31.218762014609766","42","0"
"1096","20","6","150","1500","45.17493271818531","68","0"
"1098","20","6","150","1500","52.133794694348325","50","0"
"1097","20","6","150","1500","60.24605920799692","14","0"
"1099","20","6","175","1500","30.91118800461361","20","0"
"1100","20","6","175","1500","35.870818915801614","28","0"
"1105","20","6","225","185","60.70742022299116","0","0"
"1103","20","6","200","526","62.66820453671665","0","0"
"1104","20","6","200","488","47.28950403690888","0","0"
"1108","20","6","250","613","24.836601307189543","0","0"
"1102","20","6","200","1500","71.24183006535948","21","0"
"1106","20","6","225","1500","56.78585159554018","14","0"
"1101","20","6","175","1500","52.24913494809689","31","0"
"1107","20","6","225","1500","56.67051134179162","14","0"
"1109","20","6","250","1500","46.17454825067282","14","0"
