"BehaviorSpace results (NetLogo 7.0.4)","Table version 2.0"
"Wolf_Sheep_Predation_simpler_changed.nlogox"
"experiment_100_100"
"08/14/2026 13:02:43:785 -0400"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-25","25","-25","25"
"[run number]","wolf-reproduce","sheep-reproduce","grass-regrowth-time","[step]","land_with_grass","count sheep","count wolves"
"534","10","20","200","95","38.33141099577086","0","0"
"536","10","20","225","71","31.41099577085736","0","0"
"527","10","20","150","309","12.149173394848136","0","0"
"535","10","20","225","76","33.0642060745867","0","0"
"537","10","20","225","85","37.06266820453671","0","0"
"538","10","20","250","152","40.36908881199539","0","0"
"539","10","20","250","109","37.985390234525184","0","0"
"540","10","20","250","201","53.17185697808535","0","0"
"498","10","16","150","1500","45.597846981930026","77","0"
"542","12","4","150","1500","67.97385620915033","33","0"
"543","12","4","150","1500","50.55747789311803","29","0"
"544","12","4","175","1500","51.94156093810073","33","0"
"545","12","4","175","1500","51.2879661668589","22","0"
"546","12","4","175","1500","26.720492118415994","14","0"
"541","12","4","150","1500","54.479046520569014","32","0"
"551","12","4","225","1039","68.20453671664744","0","0"
"552","12","4","225","600","64.05228758169935","0","0"
"547","12","4","200","1500","71.47251057285659","40","0"
"548","12","4","200","1500","84.77508650519032","9","0"
"549","12","4","200","1500","71.43406382160707","11","0"
"555","12","4","250","129","49.058054594386775","0","0"
"553","12","4","250","195","51.249519415609385","0","0"
"550","12","4","225","1500","60.361399461745485","33","0"
"554","12","4","250","633","67.58938869665513","0","0"
"556","12","6","150","1500","43.75240292195309","16","0"
"558","12","6","150","1500","47.59707804690504","38","0"
"557","12","6","150","1500","40.407535563244906","46","0"
"559","12","6","175","1500","75.77854671280276","10","0"
"563","12","6","200","132","52.287581699346404","0","0"
"565","12","6","225","162","55.440215301806994","0","0"
"560","12","6","175","1500","40.21530180699731","48","0"
"567","12","6","225","201","65.7439446366782","0","0"
"568","12","6","250","134","39.75394079200308","0","0"
"569","12","6","250","187","49.826989619377166","0","0"
"570","12","6","250","177","58.51595540176855","0","0"
"561","12","6","175","1500","57.17031910803537","32","0"
"562","12","6","200","1500","45.98231449442522","42","0"
"564","12","6","200","1399","38.71587850826605","0","0"
"574","12","8","175","146","63.09111880046136","0","0"
"566","12","6","225","1425","25.75932333717801","0","0"
"576","12","8","175","134","63.12956555171088","0","0"
"571","12","8","150","1244","37.48558246828143","0","0"
"579","12","8","200","116","45.059592464436754","0","0"
"577","12","8","200","547","32.02614379084967","0","0"
"580","12","8","225","88","43.021914648212224","0","0"
"578","12","8","200","589","66.93579392541331","0","0"
"582","12","8","225","106","45.86697424067666","0","0"
"572","12","8","150","1500","39.023452518262204","19","0"
"584","12","8","250","112","39.638600538254515","0","0"
"583","12","8","250","286","82.00692041522491","0","0"
"585","12","8","250","207","53.056516724336795","0","0"
"573","12","8","150","998","38.79277201076509","0","0"
"586","12","10","150","393","47.174163783160324","0","0"
"575","12","8","175","1500","67.9354094579008","26","0"
"588","12","10","150","400","50.82660515186467","0","0"
"592","12","10","200","132","52.210688196847364","0","0"
"581","12","8","225","1240","28.9119569396386","0","0"
"594","12","10","200","61","33.56401384083045","0","0"
"591","12","10","175","459","31.41099577085736","0","0"
"595","12","10","225","100","37.17800845828528","0","0"
"590","12","10","175","723","30.33448673587082","0","0"
"598","12","10","250","100","43.3679354094579","0","0"
"597","12","10","225","172","57.17031910803537","0","0"
"600","12","10","250","143","47.90465205690119","0","0"
"599","12","10","250","142","45.48250672818147","0","0"
"587","12","10","150","1500","44.9442522106882","63","0"
"596","12","10","225","984","26.374471357170318","0","0"
"593","12","10","200","1500","39.06189926951173","33","0"
"589","12","10","175","1500","54.940407535563246","58","0"
"605","12","12","175","142","58.093041138023835","0","0"
"606","12","12","175","165","63.93694732795079","0","0"
"608","12","12","200","172","44.29065743944636","0","0"
"601","12","12","150","1500","42.599000384467516","39","0"
"602","12","12","150","1500","19.377162629757784","27","0"
"611","12","12","225","73","37.21645520953479","0","0"
"612","12","12","225","157","48.94271434063822","0","0"
"603","12","12","150","1500","49.32718185313341","28","0"
"613","12","12","250","121","42.368319876970396","0","0"
"614","12","12","250","122","41.40715109573241","0","0"
"609","12","12","200","426","10.149942329873126","0","0"
"616","12","14","150","84","46.251441753171854","0","0"
"615","12","12","250","104","43.560169165705496","0","0"
"604","12","12","175","1462","46.63590926566705","0","0"
"607","12","12","200","1024","22.798923490965013","0","0"
"618","12","14","150","142","45.09803921568628","0","0"
"621","12","14","175","122","47.020376778162245","0","0"
"619","12","14","175","318","9.534794309880816","0","0"
"624","12","14","200","106","42.75278738946559","0","0"
"622","12","14","200","391","10.688196847366397","0","0"
"626","12","14","225","82","38.216070742022296","0","0"
"623","12","14","200","436","20.991926182237602","0","0"
"625","12","14","225","266","84.46751249519416","0","0"
"617","12","14","150","627","57.67012687427912","0","0"
"628","12","14","250","119","37.985390234525184","0","0"
"629","12","14","250","77","33.79469434832757","0","0"
"630","12","14","250","78","35.40945790080738","0","0"
"610","12","12","225","1500","45.213379469434834","78","0"
"632","12","16","150","139","54.51749327181853","0","0"
"627","12","14","225","385","14.648212226066898","0","0"
"635","12","16","175","89","42.48366013071895","0","0"
"634","12","16","175","128","47.94309880815071","0","0"
"631","12","16","150","284","16.839677047289506","0","0"
"637","12","16","200","88","35.52479815455594","0","0"
"636","12","16","175","166","61.937716262975776","0","0"
"638","12","16","200","141","41.71472510572857","0","0"
"640","12","16","225","93","38.523644752018456","0","0"
"642","12","16","225","104","40.407535563244906","0","0"
"639","12","16","200","228","61.553248750480584","0","0"
"643","12","16","250","78","33.79469434832757","0","0"
"644","12","16","250","89","40.561322568242986","0","0"
"646","12","18","150","67","39.638600538254515","0","0"
"645","12","16","250","137","41.09957708573626","0","0"
"648","12","18","150","93","42.21453287197232","0","0"
"620","12","14","175","1500","24.759707804690503","22","0"
"647","12","18","150","145","57.631680123029604","0","0"
"641","12","16","225","388","19.72318339100346","0","0"
"649","12","18","175","95","38.33141099577086","0","0"
"650","12","18","175","87","35.371011149557866","0","0"
"654","12","18","200","76","33.756247597078044","0","0"
"655","12","18","225","69","39.869281045751634","0","0"
"656","12","18","225","66","35.6401384083045","0","0"
"657","12","18","225","86","34.64052287581699","0","0"
"658","12","18","250","88","40.023068050749714","0","0"
"659","12","18","250","63","35.67858515955402","0","0"
"651","12","18","175","367","13.80238369857747","0","0"
"652","12","18","200","344","7.6893502499038835","0","0"
"653","12","18","200","367","15.609381007304883","0","0"
"660","12","18","250","127","41.48404459823145","0","0"
"664","12","20","175","77","33.64090734332949","0","0"
"661","12","20","150","152","61.86082276047674","0","0"
"667","12","20","200","93","39.25413302575932","0","0"
"666","12","20","175","126","40.253748558246826","0","0"
"668","12","20","200","84","38.13917723952326","0","0"
"662","12","20","150","346","8.458285274894271","0","0"
"670","12","20","225","104","41.138023836985774","0","0"
"671","12","20","225","118","40.21530180699731","0","0"
"672","12","20","225","111","47.1357170319108","0","0"
"669","12","20","200","325","9.496347558631296","0","0"
"673","12","20","250","134","40.5997693194925","0","0"
"675","12","20","250","88","31.910803537101113","0","0"
"674","12","20","250","109","35.4479046520569","0","0"
"665","12","20","175","658","18.108419838523645","0","0"
"663","12","20","150","960","17.224144559784698","0","0"
"633","12","16","150","1500","32.06459054209919","55","0"
"676","14","4","150","1500","57.67012687427912","34","0"
"677","14","4","150","1500","45.25182622068435","21","0"
"678","14","4","150","1500","49.40407535563245","42","0"
"679","14","4","175","1500","46.28988850442138","22","0"
"680","14","4","175","1500","38.369857747020376","54","0"
"685","14","4","225","171","57.28565936178393","0","0"
"681","14","4","175","1500","38.48519800076893","33","0"
"683","14","4","200","1356","67.9354094579008","0","0"
"688","14","4","250","252","67.78162245290272","0","0"
"682","14","4","200","1500","50.98039215686274","27","0"
"684","14","4","200","1500","68.58900422914263","17","0"
"690","14","4","250","152","52.01845444059977","0","0"
"686","14","4","225","1500","29.334871203383315","28","0"
"694","14","6","175","117","56.24759707804691","0","0"
"687","14","4","225","1500","49.7116493656286","40","0"
"689","14","4","250","719","44.17531718569781","0","0"
"697","14","6","200","646","47.020376778162245","0","0"
"691","14","6","150","1500","40.90734332948866","52","0"
"699","14","6","200","95","46.75124951941561","0","0"
"692","14","6","150","1500","87.08189158016148","16","0"
"695","14","6","175","1428","42.1760861207228","0","0"
"700","14","6","225","188","64.1676278354479","0","0"
"703","14","6","250","206","52.210688196847364","0","0"
"702","14","6","225","249","80.77662437524029","0","0"
"696","14","6","175","1500","53.056516724336795","43","0"
"704","14","6","250","148","40.407535563244906","0","0"
"693","14","6","150","1500","55.094194540561325","34","0"
"701","14","6","225","557","41.36870434448289","0","0"
"705","14","6","250","167","47.94309880815071","0","0"
"707","14","8","150","349","53.24875048058439","0","0"
"698","14","6","200","1500","64.05228758169935","30","0"
"710","14","8","175","519","25.951557093425606","0","0"
"711","14","8","175","449","41.830065359477125","0","0"
"714","14","8","200","118","46.90503652441369","0","0"
"715","14","8","225","114","45.444059976931946","0","0"
"713","14","8","200","657","69.43483275663206","0","0"
"716","14","8","225","139","47.635524798154556","0","0"
"706","14","8","150","1500","24.33679354094579","54","0"
"712","14","8","200","1034","21.299500192233758","0","0"
"709","14","8","175","1500","43.32948865820838","56","0"
"719","14","8","250","130","45.79008073817762","0","0"
"720","14","8","250","111","41.71472510572857","0","0"
"718","14","8","250","501","27.412533640907345","0","0"
"723","14","10","150","125","55.86312956555171","0","0"
"724","14","10","175","112","50.788158400615146","0","0"
"725","14","10","175","165","54.20991926182238","0","0"
"708","14","8","150","1500","45.98231449442522","65","0"
"721","14","10","150","377","28.604382929642444","0","0"
"717","14","8","225","1172","45.32871972318339","0","0"
"729","14","10","200","196","63.86005382545175","0","0"
"727","14","10","200","414","17.531718569780853","0","0"
"730","14","10","225","97","41.40715109573241","0","0"
"731","14","10","225","154","52.133794694348325","0","0"
"733","14","10","250","135","47.67397154940407","0","0"
"735","14","10","250","127","45.597846981930026","0","0"
"734","14","10","250","209","56.40138408304498","0","0"
"728","14","10","200","589","36.255286428296806","0","0"
"732","14","10","225","468","17.301038062283737","0","0"
"739","14","12","175","124","46.59746251441753","0","0"
"740","14","12","175","86","43.175701653210304","0","0"
"722","14","10","150","1500","23.02960399846213","26","0"
"736","14","12","150","616","27.5278738946559","0","0"
"726","14","10","175","1500","20.569011918492887","66","0"
"738","14","12","150","408","44.40599769319493","0","0"
"744","14","12","200","96","42.56055363321799","0","0"
"743","14","12","200","194","61.16878123798539","0","0"
"741","14","12","175","407","19.953863898500575","0","0"
"745","14","12","225","79","34.678969627066515","0","0"
"746","14","12","225","133","43.021914648212224","0","0"
"742","14","12","200","422","11.764705882352942","0","0"
"747","14","12","225","206","50.48058439061899","0","0"
"749","14","12","250","131","39.792387543252595","0","0"
"751","14","14","150","142","57.97770088427528","0","0"
"754","14","14","175","118","50.05767012687428","0","0"
"748","14","12","250","531","19.569396386005383","0","0"
"756","14","14","175","117","48.212226066897344","0","0"
"753","14","14","150","396","41.36870434448289","0","0"
"755","14","14","175","346","10.880430603613995","0","0"
"737","14","12","150","1500","47.789311803152636","67","0"
"760","14","14","225","195","57.939254133025756","0","0"
"758","14","14","200","234","80.12302960399846","0","0"
"757","14","14","200","501","29.911572472126107","0","0"
"759","14","14","200","370","11.995386389850058","0","0"
"762","14","14","225","128","46.90503652441369","0","0"
"763","14","14","250","132","45.136485966935794","0","0"
"764","14","14","250","136","49.25028835063437","0","0"
"765","14","14","250","98","37.94694348327566","0","0"
"767","14","16","150","138","58.55440215301807","0","0"
"761","14","14","225","493","20.991926182237602","0","0"
"750","14","12","250","1500","20.530565167243367","3","0"
"752","14","14","150","1500","39.869281045751634","66","0"
"770","14","16","175","173","55.2479815455594","0","0"
"771","14","16","175","174","57.67012687427912","0","0"
"773","14","16","200","82","31.52633602460592","0","0"
"774","14","16","200","115","45.63629373317955","0","0"
"772","14","16","200","205","63.47558631295656","0","0"
"775","14","16","225","105","38.83121876201461","0","0"
"776","14","16","225","87","36.716647443291045","0","0"
"779","14","16","250","99","33.60246059207997","0","0"
"778","14","16","250","154","43.713956170703575","0","0"
"769","14","16","175","611","18.608227604767396","0","0"
"781","14","18","150","93","46.75124951941561","0","0"
"780","14","16","250","177","44.79046520569012","0","0"
"777","14","16","225","466","10.611303344867359","0","0"
"784","14","18","175","99","41.1764705882353","0","0"
"782","14","18","150","294","15.647827758554403","0","0"
"785","14","18","175","119","47.44329104190696","0","0"
"787","14","18","200","90","42.56055363321799","0","0"
"786","14","18","175","181","65.97462514417532","0","0"
"788","14","18","200","81","40.099961553248754","0","0"
"789","14","18","200","75","38.369857747020376","0","0"
"792","14","18","225","76","38.63898500576701","0","0"
"790","14","18","225","123","41.1764705882353","0","0"
"791","14","18","225","125","42.945021145713184","0","0"
"766","14","16","150","1500","77.4317570165321","67","0"
"783","14","18","150","505","13.14878892733564","0","0"
"794","14","18","250","69","36.716647443291045","0","0"
"795","14","18","250","87","34.448289119569395","0","0"
"793","14","18","250","178","45.444059976931946","0","0"
"799","14","20","175","135","48.750480584390615","0","0"
"800","14","20","175","85","40.86889657823914","0","0"
"801","14","20","175","93","43.944636678200695","0","0"
"796","14","20","150","300","6.074586697424068","0","0"
"803","14","20","200","70","33.71780084582853","0","0"
"805","14","20","225","75","33.179546328335256","0","0"
"806","14","20","225","65","34.40984236831988","0","0"
"802","14","20","200","355","9.611687812379854","0","0"
"797","14","20","150","577","51.63398692810458","0","0"
"807","14","20","225","115","39.13879277201077","0","0"
"768","14","16","150","1465","29.1041906958862","0","0"
"804","14","20","200","370","13.571703191080355","0","0"
"808","14","20","250","78","34.71741637831603","0","0"
"809","14","20","250","72","33.56401384083045","0","0"
"810","14","20","250","75","33.333333333333336","0","0"
"798","14","20","150","1500","24.33679354094579","78","0"
"816","16","4","175","157","67.35870818915802","0","0"
"812","16","4","150","1500","56.55517108804306","29","0"
"815","16","4","175","1500","35.2556708958093","46","0"
"813","16","4","150","1500","46.67435601691657","36","0"
"814","16","4","175","1500","32.487504805843905","23","0"
"818","16","4","200","185","58.90042291426374","0","0"
"821","16","4","225","143","51.172625913110345","0","0"
"822","16","4","225","134","55.20953479430988","0","0"
"824","16","4","250","189","59.015763168012306","0","0"
"811","16","4","150","1500","48.59669357939254","46","0"
"823","16","4","250","193","61.24567474048443","0","0"
"817","16","4","200","1500","54.094579008073815","27","0"
"825","16","4","250","666","45.17493271818531","0","0"
"820","16","4","225","1500","36.06305267204921","28","0"
"819","16","4","200","1500","42.522106881968476","27","0"
"827","16","6","150","1500","66.43598615916954","19","0"
"826","16","6","150","1500","40.561322568242986","62","0"
"828","16","6","150","1500","53.51787773933103","30","0"
"829","16","6","175","1500","47.28950403690888","17","0"
"835","16","6","225","112","48.904267589388695","0","0"
"831","16","6","175","1500","78.6236063052672","28","0"
"830","16","6","175","1500","38.90811226451365","18","0"
"837","16","6","225","122","42.71434063821607","0","0"
"838","16","6","250","133","43.75240292195309","0","0"
"839","16","6","250","212","53.056516724336795","0","0"
"840","16","6","250","121","48.40445982314495","0","0"
"832","16","6","200","1500","35.67858515955402","35","0"
"834","16","6","200","1500","57.24721261053441","35","0"
"836","16","6","225","1500","44.25221068819685","23","0"
"833","16","6","200","1500","56.32449058054594","24","0"
"846","16","8","175","151","55.86312956555171","0","0"
"841","16","8","150","1500","63.20645905420992","39","0"
"842","16","8","150","1500","40.36908881199539","55","0"
"845","16","8","175","709","34.14071510957324","0","0"
"847","16","8","200","158","57.51633986928105","0","0"
"843","16","8","150","1500","35.06343713956171","45","0"
"852","16","8","225","128","41.71472510572857","0","0"
"844","16","8","175","1500","47.44329104190696","41","0"
"853","16","8","250","164","45.059592464436754","0","0"
"854","16","8","250","96","40.984236831987694","0","0"
"851","16","8","225","803","23.490965013456364","0","0"
"855","16","8","250","587","42.56055363321799","0","0"
"848","16","8","200","1500","43.13725490196079","40","0"
"850","16","8","225","1276","45.02114571318724","0","0"
"849","16","8","200","1500","52.287581699346404","66","0"
"859","16","10","175","138","54.13302575932334","0","0"
"860","16","10","175","420","30.526720492118415","0","0"
"863","16","10","200","116","40.94579008073818","0","0"
"864","16","10","200","158","59.70780469050365","0","0"
"865","16","10","225","114","42.25297962322184","0","0"
"856","16","10","150","1500","24.029219530949636","32","0"
"862","16","10","200","875","36.8319876970396","0","0"
"867","16","10","225","171","57.554786620530564","0","0"
"868","16","10","250","175","57.554786620530564","0","0"
"869","16","10","250","86","40.44598231449442","0","0"
"870","16","10","250","80","39.4079200307574","0","0"
"858","16","10","150","1500","46.75124951941561","7","0"
"861","16","10","175","1500","66.70511341791618","26","0"
"874","16","12","175","166","62.9757785467128","0","0"
"857","16","10","150","1500","67.35870818915802","41","0"
"871","16","12","150","606","14.917339484813533","0","0"
"877","16","12","200","125","49.55786236063053","0","0"
"873","16","12","150","620","59.09265667051134","0","0"
"879","16","12","200","76","38.79277201076509","0","0"
"866","16","10","225","1500","26.182237600922722","9","0"
"876","16","12","175","362","11.726259131103422","0","0"
"872","16","12","150","1083","17.493271818531333","0","0"
"878","16","12","200","413","22.875816993464053","0","0"
"881","16","12","225","97","44.3675509419454","0","0"
"880","16","12","225","148","50.36524413687044","0","0"
"883","16","12","250","123","45.444059976931946","0","0"
"884","16","12","250","86","43.790849673202615","0","0"
"886","16","14","150","118","52.672049211841596","0","0"
"882","16","12","225","201","58.093041138023835","0","0"
"889","16","14","175","160","57.97770088427528","0","0"
"890","16","14","175","120","51.32641291810842","0","0"
"885","16","12","250","428","14.801999231064976","0","0"
"887","16","14","150","408","27.56632064590542","0","0"
"893","16","14","200","84","37.21645520953479","0","0"
"894","16","14","200","135","48.212226066897344","0","0"
"892","16","14","200","170","46.05920799692426","0","0"
"895","16","14","225","98","43.021914648212224","0","0"
"898","16","14","250","64","39.715494040753555","0","0"
"896","16","14","225","87","35.17877739331026","0","0"
"900","16","14","250","68","35.02499038831219","0","0"
"899","16","14","250","150","44.905805459438675","0","0"
"897","16","14","225","166","51.90311418685121","0","0"
"901","16","16","150","91","46.44367550941946","0","0"
"875","16","12","175","1500","56.209150326797385","23","0"
"888","16","14","150","830","28.758169934640524","0","0"
"905","16","16","175","95","46.63590926566705","0","0"
"903","16","16","150","105","51.4801999231065","0","0"
"906","16","16","175","102","45.09803921568628","0","0"
"909","16","16","200","81","42.060745866974244","0","0"
"904","16","16","175","351","14.302191464821222","0","0"
"910","16","16","225","89","38.90811226451365","0","0"
"908","16","16","200","170","53.97923875432526","0","0"
"912","16","16","225","97","40.638216070742025","0","0"
"913","16","16","250","104","41.86851211072664","0","0"
"907","16","16","200","423","17.185697808535178","0","0"
"891","16","14","175","1078","19.454056132256824","0","0"
"915","16","16","250","104","40.13840830449827","0","0"
"916","16","18","150","125","50.711264898116106","0","0"
"917","16","18","150","87","42.98346789696271","0","0"
"911","16","16","225","416","13.225682429834679","0","0"
"919","16","18","175","95","38.71587850826605","0","0"
"918","16","18","150","103","53.01806997308727","0","0"
"921","16","18","175","90","40.5997693194925","0","0"
"922","16","18","200","63","37.37024221453287","0","0"
"914","16","16","250","397","13.110342176086121","0","0"
"923","16","18","200","101","42.48366013071895","0","0"
"924","16","18","200","89","32.75663206459054","0","0"
"925","16","18","225","117","41.44559784698193","0","0"
"926","16","18","225","125","50.01922337562476","0","0"
"928","16","18","250","94","38.17762399077278","0","0"
"920","16","18","175","298","20.26143790849673","0","0"
"929","16","18","250","88","35.33256439830834","0","0"
"930","16","18","250","112","34.02537485582468","0","0"
"927","16","18","225","180","54.0561322568243","0","0"
"934","16","20","175","135","46.21299500192234","0","0"
"931","16","20","150","267","12.110726643598616","0","0"
"932","16","20","150","292","8.650519031141869","0","0"
"933","16","20","150","304","7.151095732410611","0","0"
"937","16","20","200","92","36.639753940792005","0","0"
"902","16","16","150","1500","23.298731257208765","43","0"
"938","16","20","200","112","46.05920799692426","0","0"
"939","16","20","200","113","40.71510957324106","0","0"
"940","16","20","225","98","35.90926566705114","0","0"
"936","16","20","175","309","8.342945021145713","0","0"
"941","16","20","225","98","39.792387543252595","0","0"
"943","16","20","250","79","29.1041906958862","0","0"
"942","16","20","225","104","37.13956170703575","0","0"
"944","16","20","250","99","39.75394079200308","0","0"
"945","16","20","250","77","37.52402921953095","0","0"
"935","16","20","175","379","29.48865820838139","0","0"
"949","18","4","175","1500","64.7443291041907","16","0"
"946","18","4","150","1500","58.2083813917724","45","0"
"950","18","4","175","1500","39.869281045751634","34","0"
"947","18","4","150","1500","70.62668204536716","24","0"
"948","18","4","150","1500","47.174163783160324","34","0"
"953","18","4","200","247","93.54094579008074","0","0"
"955","18","4","225","196","58.59284890426759","0","0"
"958","18","4","250","121","42.368319876970396","0","0"
"951","18","4","175","1500","43.790849673202615","22","0"
"952","18","4","200","1500","45.751633986928105","35","0"
"954","18","4","200","1500","44.25221068819685","33","0"
"957","18","4","225","1500","68.58900422914263","16","0"
"956","18","4","225","1500","67.8969627066513","22","0"
"959","18","4","250","1500","44.29065743944636","33","0"
"960","18","4","250","1500","30.642060745866974","6","0"
"961","18","6","150","1500","50.21145713187236","38","0"
"962","18","6","150","1500","37.63936947327951","9","0"
"963","18","6","150","1500","47.327950788158404","28","0"
"964","18","6","175","1500","66.47443291041907","28","0"
"965","18","6","175","1500","91.8877354863514","7","0"
"970","18","6","225","179","55.017301038062286","0","0"
"968","18","6","200","524","46.943483275663205","0","0"
"969","18","6","200","1080","63.283352556708955","0","0"
"974","18","6","250","182","52.01845444059977","0","0"
"967","18","6","200","1500","39.75394079200308","13","0"
"975","18","6","250","150","49.44252210688197","0","0"
"973","18","6","250","1000","48.5198000768935","0","0"
"972","18","6","225","1247","28.98885044213764","0","0"
"966","18","6","175","1500","44.40599769319493","65","0"
"971","18","6","225","1500","31.218762014609766","13","0"
"979","18","8","175","429","41.94540561322568","0","0"
"982","18","8","200","189","65.09034986543637","0","0"
"983","18","8","200","220","85.04421376393695","0","0"
"976","18","8","150","1500","47.05882352941177","38","0"
"985","18","8","225","141","47.40484429065744","0","0"
"977","18","8","150","1500","39.715494040753555","77","0"
"978","18","8","150","1500","50.90349865436371","35","0"
"986","18","8","225","114","44.21376393694733","0","0"
"987","18","8","225","118","46.36678200692042","0","0"
"989","18","8","250","206","55.40176855055748","0","0"
"981","18","8","175","1500","46.78969627066513","28","0"
"988","18","8","250","604","31.4878892733564","0","0"
"990","18","8","250","596","24.529027297193387","0","0"
"980","18","8","175","1500","61.399461745482505","13","0"
"984","18","8","200","1188","65.59015763168013","0","0"
"995","18","10","175","176","59.09265667051134","0","0"
"997","18","10","200","75","35.40945790080738","0","0"
"991","18","10","150","1500","41.906958861976165","43","0"
"996","18","10","175","1000","60.284505959246445","0","0"
"992","18","10","150","1500","29.296424452133795","21","0"
"999","18","10","200","113","46.63590926566705","0","0"
"1001","18","10","225","131","44.17531718569781","0","0"
"1000","18","10","225","198","58.63129565551711","0","0"
"1002","18","10","225","120","44.71357170319108","0","0"
"1003","18","10","250","120","47.635524798154556","0","0"
"993","18","10","150","1500","47.82775855440215","11","0"
"994","18","10","175","1500","29.834678969627067","16","0"
"1005","18","10","250","558","14.49442522106882","0","0"
"1004","18","10","250","550","29.41176470588235","0","0"
"998","18","10","200","1336","15.72472126105344","0","0"
"1010","18","12","175","370","16.33986928104575","0","0"
"1012","18","12","200","114","36.409073433294886","0","0"
"1013","18","12","200","111","42.40676662821991","0","0"
"1006","18","12","150","1500","70.08842752787389","58","0"
"1008","18","12","150","1448","48.36601307189542","0","0"
"1007","18","12","150","1500","18.33910034602076","10","0"
"1015","18","12","225","81","35.90926566705114","0","0"
"1014","18","12","200","458","16.30142252979623","0","0"
"1016","18","12","225","126","45.09803921568628","0","0"
"1018","18","12","250","94","37.56247597078047","0","0"
"1017","18","12","225","128","44.52133794694348","0","0"
"1019","18","12","250","120","42.25297962322184","0","0"
"1021","18","14","150","110","45.09803921568628","0","0"
"1009","18","12","175","1500","55.82468281430219","67","0"
"1024","18","14","175","143","53.51787773933103","0","0"
"1025","18","14","175","85","43.3679354094579","0","0"
"1027","18","14","200","88","44.52133794694348","0","0"
"1020","18","12","250","651","47.789311803152636","0","0"
"1028","18","14","200","117","43.32948865820838","0","0"
"1026","18","14","175","363","16.37831603229527","0","0"
"1029","18","14","200","117","45.905420991926185","0","0"
"1032","18","14","225","115","43.98308342945021","0","0"
"1011","18","12","175","1260","40.5997693194925","0","0"
"1033","18","14","250","104","45.79008073817762","0","0"
"1030","18","14","225","399","11.8800461361015","0","0"
"1034","18","14","250","113","38.86966551326413","0","0"
"1035","18","14","250","150","47.1357170319108","0","0"
"1031","18","14","225","488","13.033448673587081","0","0"
"1023","18","14","150","1074","52.94117647058823","0","0"
"1039","18","16","175","160","52.01845444059977","0","0"
"1041","18","16","175","85","38.369857747020376","0","0"
"1037","18","16","150","328","17.0319108035371","0","0"
"1042","18","16","200","126","45.02114571318724","0","0"
"1043","18","16","200","87","36.485966935793925","0","0"
"1022","18","14","150","1500","34.40984236831988","24","0"
"1044","18","16","200","84","36.409073433294886","0","0"
"1046","18","16","225","130","43.90618992695117","0","0"
"1047","18","16","225","82","29.219530949634756","0","0"
"1048","18","16","250","113","44.82891195693964","0","0"
"1049","18","16","250","97","36.8319876970396","0","0"
"1050","18","16","250","76","31.833910034602077","0","0"
"1036","18","16","150","1044","20.684352172241447","0","0"
"1052","18","18","150","138","57.554786620530564","0","0"
"1045","18","16","225","404","12.187620146097654","0","0"
"1053","18","18","150","88","45.136485966935794","0","0"
"1051","18","18","150","315","18.4159938485198","0","0"
"1054","18","18","175","123","44.982698961937714","0","0"
"1055","18","18","175","92","40.099961553248754","0","0"
"1057","18","18","200","98","38.17762399077278","0","0"
"1056","18","18","175","157","55.13264129181084","0","0"
"1040","18","16","175","1040","20.684352172241447","0","0"
"1058","18","18","200","130","45.828527489427145","0","0"
"1061","18","18","225","80","39.10034602076124","0","0"
"1059","18","18","200","101","48.13533256439831","0","0"
"1062","18","18","225","101","38.10073048827374","0","0"
"1063","18","18","250","106","35.75547866205306","0","0"
"1060","18","18","225","208","60.78431372549019","0","0"
"1066","18","20","150","107","54.44059976931949","0","0"
"1067","18","20","150","94","43.52172241445598","0","0"
"1068","18","20","150","117","56.516724336793544","0","0"
"1038","18","16","150","1500","28.83506343713956","33","0"
"1065","18","18","250","167","46.90503652441369","0","0"
"1069","18","20","175","80","37.63936947327951","0","0"
"1070","18","20","175","148","53.32564398308343","0","0"
"1071","18","20","175","99","40.52287581699346","0","0"
"1072","18","20","200","116","38.79277201076509","0","0"
"1073","18","20","200","85","42.09919261822376","0","0"
"1075","18","20","225","80","39.13879277201077","0","0"
"1064","18","18","250","429","18.954248366013072","0","0"
"1077","18","20","225","61","25.451749327181854","0","0"
"1076","18","20","225","129","38.677431757016535","0","0"
"1078","18","20","250","90","35.06343713956171","0","0"
"1080","18","20","250","91","38.292964244521336","0","0"
"1079","18","20","250","109","37.29334871203383","0","0"
"1074","18","20","200","386","17.685505574778933","0","0"
"1081","20","4","150","1500","40.407535563244906","37","0"
"1084","20","4","175","1500","51.82622068435217","20","0"
"1082","20","4","150","1500","54.63283352556709","18","0"
"1085","20","4","175","1500","40.407535563244906","20","0"
"1086","20","4","175","1500","55.517108804306034","24","0"
"1083","20","4","150","1500","39.792387543252595","40","0"
"1090","20","4","225","668","51.05728565936178","0","0"
"1087","20","4","200","1500","57.939254133025756","47","0"
"1088","20","4","200","1500","38.600538254517495","28","0"
"1089","20","4","200","1500","59.13110342176086","12","0"
"1093","20","4","250","1060","31.641676278354478","0","0"
"1091","20","4","225","1500","63.20645905420992","8","0"
"1092","20","4","225","1500","41.86851211072664","51","0"
"1094","20","4","250","1500","56.516724336793544","20","0"
"1095","20","4","250","1500","43.40638216070742","14","0"
